ID,algorithm_name
1726,graph_traversal
14442,graph_traversal
14442,graph_traversal
2146,graph_traversal
2146,graph_traversal
16947,graph_traversal
16947,graph_traversal
17616,graph_traversal
17616,graph_traversal
2638,graph_traversal
2638,graph_traversal
2234,graph_traversal
2234,graph_traversal
16988,graph_traversal
16988,graph_traversal
10711,graph_traversal
10711,graph_traversal
16985,graph_traversal
16985,graph_traversal
22949,graph_traversal
22949,graph_traversal
2581,math
2581,math
22864,math
22864,math
1978,math
1978,math
2745,math
2745,math
5618,math
5618,math
1110,math
1110,math
11653,math
11653,math
1934,math
1934,math
2609,math
2609,math
5347,math
5347,math
4134,math
4134,math
21920,math
21920,math
9613,math
9613,math
2960,math
2960,math
21919,math
21919,math
21275,math
21275,math
1747,math
1747,math
22943,math
22943,math
21312,math
21312,math
2553,math
2553,math
2824,math
2824,math
9421,math
9421,math
2168,math
2168,math
1990,math
1990,math
1456,math
1456,math
2436,math
2436,math
1669,math
1669,math
3343,math
3343,math
1188,math
1188,math
14425,trie
14425,trie
4358,trie
4358,trie
5052,trie
5052,trie
20166,trie
20166,trie
14725,trie
14725,trie
9202,trie
9202,trie
5670,trie
5670,trie
19585,trie
19585,trie
5446,trie
5446,trie
1620,data_structure2
1620,data_structure2
14425,data_structure2
14425,data_structure2
2075,data_structure2
2075,data_structure2
4358,data_structure2
4358,data_structure2
11279,data_structure2
11279,data_structure2
11286,data_structure2
11286,data_structure2
7662,data_structure2
7662,data_structure2
21939,data_structure2
21939,data_structure2
21942,data_structure2
21942,data_structure2
21944,data_structure2
21944,data_structure2
2696,data_structure2
2696,data_structure2
2776,data_structure2
2776,data_structure2
10546,data_structure2
10546,data_structure2
1302,data_structure2
1302,data_structure2
1269,data_structure2
1269,data_structure2
9375,data_structure2
9375,data_structure2
19583,data_structure2
19583,data_structure2
1927,data_structure2
1927,data_structure2
17255,data_structure2
17255,data_structure2
12764,data_structure2
12764,data_structure2
1655,data_structure2
1655,data_structure2
15724,dynamic_programming_2
15724,dynamic_programming_2
12865,dynamic_programming_2
12865,dynamic_programming_2
9251,dynamic_programming_2
9251,dynamic_programming_2
2225,dynamic_programming_2
2225,dynamic_programming_2
5557,dynamic_programming_2
5557,dynamic_programming_2
17485,dynamic_programming_2
17485,dynamic_programming_2
14567,dynamic_programming_2
14567,dynamic_programming_2
9084,dynamic_programming_2
9084,dynamic_programming_2
2758,dynamic_programming_2
2758,dynamic_programming_2
1915,dynamic_programming_2
1915,dynamic_programming_2
10942,dynamic_programming_2
10942,dynamic_programming_2
2073,dynamic_programming_2
2073,dynamic_programming_2
21941,dynamic_programming_2
21941,dynamic_programming_2
18427,dynamic_programming_2
18427,dynamic_programming_2
2056,dynamic_programming_2
2056,dynamic_programming_2
21923,dynamic_programming_2
21923,dynamic_programming_2
2624,dynamic_programming_2
2624,dynamic_programming_2
2631,dynamic_programming_2
2631,dynamic_programming_2
1520,dynamic_programming_2
1520,dynamic_programming_2
2228,dynamic_programming_2
2228,dynamic_programming_2
1005,dynamic_programming_2
1005,dynamic_programming_2
